203.7611 	WARNING 	Requested an unavailable screen number - using first available.
203.7616 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1360, 768]. Using actual size
205.2235 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

205.2242 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd581a55fd0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd581a55f70>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd581a55dc0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fd591ff0130>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1360,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
205.2245 	EXP 	window1: mouseVisible = True
205.2247 	EXP 	window1: mouseVisible = True
205.3563 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='./images_beh/grey_bg.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2.015625  , 1.23958333]), texRes=128, units='height', win=Window(...))
205.3563 	EXP 	window1: backgroundImage = './images_beh/grey_bg.png'
205.3563 	EXP 	window1: backgroundFit = 'none'
205.3634 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
205.3635 	EXP 	window1: recordFrameIntervals = False
205.4473 	EXP 	window1: recordFrameIntervals = True
205.6144 	EXP 	Screen (1) actual frame rate measured at 119.75Hz
205.6144 	EXP 	window1: recordFrameIntervals = True
205.6170 	EXP 	window1: mouseVisible = False
208.1800 	WARNING 	keyboard.Keyboard already using '' backend. Can not switch to 'psychotoolbox'
208.1801 	EXP 	VDT: status = STARTED
208.1805 	EXP 	window1: mouseVisible = True
