21.1338 	WARNING 	Requested an unavailable screen number - using first available.
21.1345 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1360, 768]. Using actual size
22.4991 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

22.4998 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8a517d24f0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8a517d2490>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f8a517d22e0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f8a405a7640>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1360,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
22.5000 	EXP 	window1: mouseVisible = True
22.5002 	EXP 	window1: mouseVisible = True
22.6379 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='./images_beh/grey_bg.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2.015625  , 1.23958333]), texRes=128, units='height', win=Window(...))
22.6379 	EXP 	window1: backgroundImage = './images_beh/grey_bg.png'
22.6379 	EXP 	window1: backgroundFit = 'none'
22.6452 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
22.6452 	EXP 	window1: recordFrameIntervals = False
22.7273 	EXP 	window1: recordFrameIntervals = True
23.5930 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

23.5952 	EXP 	window1: mouseVisible = False
25.7126 	WARNING 	keyboard.Keyboard already using '' backend. Can not switch to 'psychotoolbox'
25.7127 	EXP 	VDT: status = STARTED
25.7131 	EXP 	window1: mouseVisible = True
25.8467 	EXP 	Created Vertical = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='./images_beh/Ref_grey.png', interpolate=True, mask=None, maskParams=None, name='Vertical', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
25.8468 	EXP 	window1: mouseVisible = True
25.9569 	EXP 	Created PresentedLine1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='./images_beh/grey_bg.png', interpolate=True, mask=None, maskParams=None, name='PresentedLine1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
25.9570 	EXP 	window1: mouseVisible = True
26.0649 	EXP 	Created FixDot2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-0.0, draggable=False, flipHoriz=False, flipVert=False, image='./images_beh/grey_bg.png', interpolate=True, mask=None, maskParams=None, name='FixDot2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
0.0095 	EXP 	Vertical: autoDraw = True
6.0746 	EXP 	Imported loopTemplate270.xlsx as conditions, 270 conditions, 1 params
6.0773 	EXP 	Created sequence: sequential, trialTypes=270, nReps=1, seed=None
6.0775 	EXP 	New trial (rep=0, index=0): {'image': './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'}
6.1173 	DATA 	Keypress: s
6.1216 	WARNING 	t of last frame was 99.08ms (=1/10)
6.1216 	EXP 	Vertical: autoDraw = False
6.1216 	EXP 	PresentedLine1: image = './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'
6.1216 	EXP 	PresentedLine1: autoDraw = True
6.8057 	EXP 	FixDot2: autoDraw = True
6.8615 	EXP 	PresentedLine1: autoDraw = False
7.0146 	EXP 	New trial (rep=0, index=1): {'image': './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'}
7.0665 	WARNING 	t of last frame was 54.03ms (=1/18)
7.0665 	EXP 	Vertical: autoDraw = False
7.0665 	EXP 	PresentedLine1: autoDraw = False
7.0665 	EXP 	FixDot2: autoDraw = False
7.0665 	EXP 	PresentedLine1: image = './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'
7.0665 	EXP 	PresentedLine1: autoDraw = True
7.8050 	EXP 	FixDot2: autoDraw = True
7.8109 	EXP 	PresentedLine1: autoDraw = False
8.0065 	EXP 	New trial (rep=0, index=2): {'image': './images_beh/Sphere_CW-1.5_BG-grey_stim-yellow.png'}
8.0510 	WARNING 	t of last frame was 46.19ms (=1/21)
8.0510 	EXP 	Vertical: autoDraw = False
8.0510 	EXP 	PresentedLine1: autoDraw = False
8.0510 	EXP 	FixDot2: autoDraw = False
8.0510 	EXP 	PresentedLine1: image = './images_beh/Sphere_CW-1.5_BG-grey_stim-yellow.png'
8.0555 	EXP 	PresentedLine1: autoDraw = True
8.4446 	DATA 	Keypress: space
8.7935 	EXP 	PresentedLine1: autoDraw = False
8.8047 	EXP 	FixDot2: autoDraw = True
9.0308 	EXP 	New trial (rep=0, index=3): {'image': './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'}
9.0761 	WARNING 	t of last frame was 48.30ms (=1/20)
9.0761 	EXP 	Vertical: autoDraw = False
9.0761 	EXP 	PresentedLine1: autoDraw = False
9.0761 	EXP 	FixDot2: autoDraw = False
9.0761 	EXP 	PresentedLine1: image = './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'
9.0761 	EXP 	PresentedLine1: autoDraw = True
9.8042 	EXP 	FixDot2: autoDraw = True
9.8206 	EXP 	PresentedLine1: autoDraw = False
9.9953 	EXP 	New trial (rep=0, index=4): {'image': './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'}
10.0389 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
10.0389 	EXP 	Vertical: autoDraw = False
10.0389 	EXP 	PresentedLine1: autoDraw = False
10.0389 	EXP 	FixDot2: autoDraw = False
10.0389 	EXP 	PresentedLine1: image = './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'
10.0595 	EXP 	PresentedLine1: autoDraw = True
10.8029 	EXP 	FixDot2: autoDraw = True
10.8079 	EXP 	PresentedLine1: autoDraw = False
10.9872 	EXP 	New trial (rep=0, index=5): {'image': './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'}
11.0209 	EXP 	Vertical: autoDraw = False
11.0209 	EXP 	PresentedLine1: autoDraw = False
11.0209 	EXP 	FixDot2: autoDraw = False
11.0209 	EXP 	PresentedLine1: image = './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'
11.0527 	EXP 	PresentedLine1: autoDraw = True
11.7921 	EXP 	PresentedLine1: autoDraw = False
11.8054 	EXP 	FixDot2: autoDraw = True
12.0269 	EXP 	New trial (rep=0, index=6): {'image': './images_beh/Sphere_CCW-1.5_BG-grey_stim-yellow.png'}
12.0715 	EXP 	Vertical: autoDraw = False
12.0715 	EXP 	PresentedLine1: autoDraw = False
12.0715 	EXP 	FixDot2: autoDraw = False
12.0715 	EXP 	PresentedLine1: image = './images_beh/Sphere_CCW-1.5_BG-grey_stim-yellow.png'
12.0715 	EXP 	PresentedLine1: autoDraw = True
12.5452 	DATA 	Keypress: space
12.8105 	EXP 	FixDot2: autoDraw = True
12.8192 	EXP 	PresentedLine1: autoDraw = False
13.0033 	EXP 	New trial (rep=0, index=7): {'image': './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'}
13.0401 	EXP 	Vertical: autoDraw = False
13.0401 	EXP 	PresentedLine1: autoDraw = False
13.0401 	EXP 	FixDot2: autoDraw = False
13.0401 	EXP 	PresentedLine1: image = './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'
13.0578 	EXP 	PresentedLine1: autoDraw = True
13.8095 	EXP 	PresentedLine1: autoDraw = False
13.8095 	EXP 	FixDot2: autoDraw = True
13.9710 	EXP 	New trial (rep=0, index=8): {'image': './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'}
14.0172 	EXP 	Vertical: autoDraw = False
14.0172 	EXP 	PresentedLine1: autoDraw = False
14.0172 	EXP 	FixDot2: autoDraw = False
14.0172 	EXP 	PresentedLine1: image = './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'
14.0582 	EXP 	PresentedLine1: autoDraw = True
14.8042 	EXP 	PresentedLine1: autoDraw = False
14.8042 	EXP 	FixDot2: autoDraw = True
15.0038 	EXP 	New trial (rep=0, index=9): {'image': './images_beh/Sphere_Ref_BG-grey_stim-white.png'}
15.0497 	EXP 	Vertical: autoDraw = False
15.0497 	EXP 	PresentedLine1: autoDraw = False
15.0497 	EXP 	FixDot2: autoDraw = False
15.0497 	EXP 	PresentedLine1: image = './images_beh/Sphere_Ref_BG-grey_stim-white.png'
15.0553 	EXP 	PresentedLine1: autoDraw = True
15.8037 	EXP 	PresentedLine1: autoDraw = False
15.8217 	EXP 	FixDot2: autoDraw = True
16.0104 	EXP 	New trial (rep=0, index=10): {'image': './images_beh/Sphere_Ref_BG-grey_stim-yellow.png'}
16.0625 	EXP 	Vertical: autoDraw = False
16.0625 	EXP 	PresentedLine1: autoDraw = False
16.0625 	EXP 	FixDot2: autoDraw = False
16.0625 	EXP 	PresentedLine1: image = './images_beh/Sphere_Ref_BG-grey_stim-yellow.png'
16.0625 	EXP 	PresentedLine1: autoDraw = True
16.4976 	DATA 	Keypress: space
16.8004 	EXP 	FixDot2: autoDraw = True
16.8067 	EXP 	PresentedLine1: autoDraw = False
17.0034 	EXP 	New trial (rep=0, index=11): {'image': './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'}
17.0512 	EXP 	Vertical: autoDraw = False
17.0512 	EXP 	PresentedLine1: autoDraw = False
17.0512 	EXP 	FixDot2: autoDraw = False
17.0512 	EXP 	PresentedLine1: image = './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'
17.0566 	EXP 	PresentedLine1: autoDraw = True
17.8054 	EXP 	PresentedLine1: autoDraw = False
17.8054 	EXP 	FixDot2: autoDraw = True
17.9901 	EXP 	New trial (rep=0, index=12): {'image': './images_beh/Sphere_Ref_BG-grey_stim-white.png'}
18.0299 	EXP 	Vertical: autoDraw = False
18.0299 	EXP 	PresentedLine1: autoDraw = False
18.0299 	EXP 	FixDot2: autoDraw = False
18.0299 	EXP 	PresentedLine1: image = './images_beh/Sphere_Ref_BG-grey_stim-white.png'
18.0553 	EXP 	PresentedLine1: autoDraw = True
18.7992 	EXP 	PresentedLine1: autoDraw = False
18.8056 	EXP 	FixDot2: autoDraw = True
18.9848 	EXP 	New trial (rep=0, index=13): {'image': './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'}
19.0311 	EXP 	Vertical: autoDraw = False
19.0311 	EXP 	PresentedLine1: autoDraw = False
19.0311 	EXP 	FixDot2: autoDraw = False
19.0311 	EXP 	PresentedLine1: image = './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'
19.0543 	EXP 	PresentedLine1: autoDraw = True
19.7985 	EXP 	PresentedLine1: autoDraw = False
19.8065 	EXP 	FixDot2: autoDraw = True
20.0331 	EXP 	New trial (rep=0, index=14): {'image': './images_beh/Sphere_Ref_BG-grey_stim-yellow.png'}
20.0892 	EXP 	Vertical: autoDraw = False
20.0892 	EXP 	PresentedLine1: autoDraw = False
20.0892 	EXP 	FixDot2: autoDraw = False
20.0892 	EXP 	PresentedLine1: image = './images_beh/Sphere_Ref_BG-grey_stim-yellow.png'
20.0892 	EXP 	PresentedLine1: autoDraw = True
20.5688 	DATA 	Keypress: space
20.8000 	EXP 	FixDot2: autoDraw = True
20.8356 	EXP 	PresentedLine1: autoDraw = False
21.0055 	EXP 	New trial (rep=0, index=15): {'image': './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'}
21.0620 	EXP 	Vertical: autoDraw = False
21.0620 	EXP 	PresentedLine1: autoDraw = False
21.0620 	EXP 	FixDot2: autoDraw = False
21.0620 	EXP 	PresentedLine1: image = './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'
21.0620 	EXP 	PresentedLine1: autoDraw = True
21.8030 	EXP 	PresentedLine1: autoDraw = False
21.8030 	EXP 	FixDot2: autoDraw = True
22.0476 	EXP 	FixDot2: autoDraw = False
22.0489 	EXP 	New trial (rep=0, index=16): {'image': './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'}
22.0871 	EXP 	Vertical: autoDraw = False
22.0871 	EXP 	PresentedLine1: autoDraw = False
22.0871 	EXP 	FixDot2: autoDraw = False
22.0871 	EXP 	PresentedLine1: image = './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'
22.0871 	EXP 	PresentedLine1: autoDraw = True
22.8027 	EXP 	FixDot2: autoDraw = True
22.8356 	EXP 	PresentedLine1: autoDraw = False
22.9811 	EXP 	New trial (rep=0, index=17): {'image': './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'}
23.0154 	EXP 	Vertical: autoDraw = False
23.0154 	EXP 	PresentedLine1: autoDraw = False
23.0154 	EXP 	FixDot2: autoDraw = False
23.0154 	EXP 	PresentedLine1: image = './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'
23.0522 	EXP 	PresentedLine1: autoDraw = True
23.7972 	EXP 	PresentedLine1: autoDraw = False
23.8046 	EXP 	FixDot2: autoDraw = True
24.0218 	EXP 	New trial (rep=0, index=18): {'image': './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'}
24.0700 	EXP 	Vertical: autoDraw = False
24.0700 	EXP 	PresentedLine1: autoDraw = False
24.0700 	EXP 	FixDot2: autoDraw = False
24.0700 	EXP 	PresentedLine1: image = './images_beh/Sphere_CCW-1.5_BG-grey_stim-white.png'
24.0700 	EXP 	PresentedLine1: autoDraw = True
24.8045 	EXP 	FixDot2: autoDraw = True
24.8131 	EXP 	PresentedLine1: autoDraw = False
25.0206 	EXP 	New trial (rep=0, index=19): {'image': './images_beh/Sphere_CW-1.5_BG-grey_stim-white.png'}
