44.5274 	WARNING 	Requested an unavailable screen number - using first available.
44.5281 	WARNING 	User requested fullscreen with size [1920 1080], but screen is actually [1360, 768]. Using actual size
45.9318 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

45.9321 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbe69d9dc70>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbe69d9dc10>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbe69d9da60>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fbe6a0aed60>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1360,  768]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
45.9322 	EXP 	window1: mouseVisible = True
45.9324 	EXP 	window1: mouseVisible = True
46.0758 	EXP 	Created unnamed ImageStim = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0, draggable=False, flipHoriz=False, flipVert=False, image='./images_beh/grey_bg.png', interpolate=False, mask=None, maskParams=None, name='unnamed ImageStim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2.015625  , 1.23958333]), texRes=128, units='height', win=Window(...))
46.0758 	EXP 	window1: backgroundImage = './images_beh/grey_bg.png'
46.0758 	EXP 	window1: backgroundFit = 'none'
46.0840 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
46.0841 	EXP 	window1: recordFrameIntervals = False
46.1674 	EXP 	window1: recordFrameIntervals = True
47.1332 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

47.1358 	EXP 	window1: mouseVisible = False
49.4628 	WARNING 	keyboard.Keyboard already using '' backend. Can not switch to 'psychotoolbox'
49.4629 	EXP 	VDT: status = STARTED
49.4633 	EXP 	window1: mouseVisible = True
49.6001 	EXP 	Created Vertical = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, image='./images_beh/Ref_grey.png', interpolate=True, mask=None, maskParams=None, name='Vertical', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([2., 1.]), texRes=128.0, units='height', win=Window(...))
49.6003 	EXP 	window1: mouseVisible = True
